,bathroomcnt,bedroomcnt,fips,garagecarcnt,yearbuilt,lotsizesquarefeet,taxvaluedollarcnt,transactiondate
33349,2.0,4.0,6059.0,2.0,1962.0,6000.0,59889.0,2017-06-22
33350,2.0,3.0,6037.0,,1986.0,6291.0,77772.0,2017-06-22
33351,3.0,5.0,6037.0,,1965.0,9108.0,169797.0,2017-06-22
33352,3.0,3.0,6037.0,,1949.0,9446.0,244453.0,2017-06-22
33353,2.0,5.0,6037.0,,1954.0,6460.0,646917.0,2017-06-22
33354,2.0,4.0,6037.0,,1928.0,6501.0,491877.0,2017-06-22
33355,2.0,3.0,6037.0,,2009.0,16152.0,252000.0,2017-06-22
33356,3.0,3.0,6037.0,,1949.0,6115.0,525213.0,2017-06-22
33357,1.0,2.0,6037.0,,1928.0,6500.0,416092.0,2017-06-22
33358,2.0,4.0,6059.0,2.0,1970.0,6054.0,72906.0,2017-06-22
33359,2.0,3.0,6037.0,,1948.0,6398.0,487340.0,2017-06-22
33360,2.0,2.0,6037.0,,1939.0,7282.0,76372.0,2017-06-22
33361,2.0,3.0,6059.0,2.0,1997.0,5108.0,358283.0,2017-06-22
33362,1.0,2.0,6059.0,1.0,1940.0,5880.0,40988.0,2017-06-22
33363,2.0,3.0,6037.0,,1964.0,4670.0,291263.0,2017-06-22
33364,2.0,2.0,6059.0,2.0,1954.0,12441.0,419298.0,2017-06-22
33365,2.0,3.0,6059.0,2.0,1973.0,7350.0,337694.0,2017-06-22
33366,3.5,5.0,6059.0,2.0,2004.0,5082.0,641928.0,2017-06-22
33367,1.0,2.0,6037.0,,1953.0,7294.0,207637.0,2017-06-22
33368,3.0,4.0,6059.0,2.0,2013.0,9200.0,825000.0,2017-06-22
33369,2.0,3.0,6059.0,2.0,1959.0,8320.0,524000.0,2017-06-22
33370,1.5,3.0,6059.0,0.0,1975.0,1077.0,160674.0,2017-06-22
33371,2.0,4.0,6037.0,,1963.0,7441.0,85070.0,2017-06-22
33372,2.5,3.0,6059.0,2.0,1976.0,2210.0,370738.0,2017-06-22
33373,3.0,3.0,6037.0,,1992.0,5663.0,720000.0,2017-06-22
33374,1.0,2.0,6037.0,,1941.0,5384.0,217557.0,2017-06-22
33375,2.0,3.0,6037.0,,1958.0,7501.0,93775.0,2017-06-22
33376,2.0,2.0,6111.0,2.0,1925.0,7851.0,62033.0,2017-06-22
33377,3.0,5.0,6037.0,,2006.0,7567.0,346900.0,2017-06-22
33378,2.0,3.0,6037.0,,1990.0,4133.0,189495.0,2017-06-22
33379,2.5,5.0,6111.0,2.0,1969.0,10153.0,795774.0,2017-06-22
33380,3.0,4.0,6059.0,2.0,2013.0,3685.0,796971.0,2017-06-22
33381,2.5,4.0,6059.0,2.0,1975.0,5150.0,194677.0,2017-06-22
33382,3.0,3.0,6111.0,2.0,1998.0,5671.0,705170.0,2017-06-22
33383,1.0,2.0,6037.0,,1948.0,6627.0,209772.0,2017-06-22
33384,6.0,6.0,6037.0,,1990.0,38697.0,2106475.0,2017-06-22
33385,2.0,3.0,6037.0,,1925.0,6318.0,278328.0,2017-06-22
33386,3.0,3.0,6037.0,,1967.0,3936.0,642309.0,2017-06-22
33387,5.0,5.0,6059.0,2.0,2005.0,10376.0,1311800.0,2017-06-22
33388,2.0,3.0,6037.0,,1963.0,5008.0,651349.0,2017-06-22
33389,2.0,2.0,6037.0,,1943.0,5507.0,294498.0,2017-06-22
33390,2.0,3.0,6037.0,,1978.0,7022.0,364415.0,2017-06-22
33391,3.0,5.0,6059.0,2.0,1964.0,7298.0,74905.0,2017-06-22
33392,7.0,6.0,6037.0,,2001.0,363344.0,3119546.0,2017-06-22
33393,4.5,4.0,6059.0,2.0,1999.0,8015.0,1370587.0,2017-06-22
33394,2.0,4.0,6059.0,1.0,1964.0,6400.0,59817.0,2017-06-22
33395,3.0,4.0,6037.0,,2013.0,8351.0,767381.0,2017-06-22
33396,2.5,4.0,6059.0,2.0,1995.0,4116.0,652805.0,2017-06-22
33397,3.0,4.0,6059.0,2.0,2007.0,6241.0,669781.0,2017-06-22
33398,3.0,4.0,6037.0,,1954.0,9604.0,374262.0,2017-06-22
33399,1.0,1.0,6037.0,,1933.0,4168.0,139385.0,2017-06-22
33400,3.0,3.0,6037.0,,1976.0,2745.0,1522875.0,2017-06-22
33401,3.0,5.0,6059.0,2.0,1964.0,7210.0,390524.0,2017-06-22
33402,1.0,3.0,6037.0,,1949.0,6089.0,41576.0,2017-06-22
33403,3.0,3.0,6037.0,,1954.0,87302.0,163353.0,2017-06-22
33404,2.0,3.0,6059.0,2.0,1957.0,8360.0,76265.0,2017-06-22
33405,2.0,3.0,6111.0,2.0,1964.0,9600.0,469000.0,2017-06-22
33406,4.0,6.0,6037.0,,2004.0,5694.0,378000.0,2017-06-22
33407,3.0,4.0,6037.0,,1956.0,5499.0,470322.0,2017-06-22
33408,2.0,3.0,6059.0,2.0,1967.0,6100.0,362234.0,2017-06-22
33409,2.0,2.0,6037.0,,1951.0,6819.0,425900.0,2017-06-22
33410,2.0,5.0,6037.0,,1909.0,6956.0,348676.0,2017-06-22
33411,2.5,3.0,6111.0,2.0,1964.0,8300.0,542864.0,2017-06-22
33412,3.0,3.0,6037.0,,1948.0,12978.0,2091778.0,2017-06-22
33413,2.0,4.0,6037.0,,1956.0,6618.0,83202.0,2017-06-22
33414,4.0,4.0,6059.0,2.0,1997.0,5320.0,492081.0,2017-06-22
33415,3.0,6.0,6037.0,,1920.0,6249.0,472160.0,2017-06-22
33416,1.0,2.0,6059.0,2.0,1952.0,7552.0,512701.0,2017-06-22
33417,3.0,4.0,6059.0,2.0,1978.0,5050.0,261055.0,2017-06-22
33418,3.0,3.0,6037.0,,2013.0,,462797.0,2017-06-22
33419,1.0,3.0,6037.0,,1949.0,7824.0,207976.0,2017-06-22
33420,2.5,4.0,6059.0,2.0,2000.0,2531.0,488909.0,2017-06-22
33421,1.0,2.0,6059.0,2.0,1948.0,3540.0,1782000.0,2017-06-22
33422,2.0,4.0,6111.0,2.0,1970.0,5599.0,441000.0,2017-06-22
33423,3.0,4.0,6037.0,,1954.0,9082.0,984610.0,2017-06-22
33424,3.0,2.0,6111.0,1.0,1956.0,6148.0,1400569.0,2017-06-22
33425,3.0,3.0,6037.0,,1952.0,13613.0,1321024.0,2017-06-22
33426,2.0,3.0,6037.0,,1960.0,10559.0,436897.0,2017-06-22
33427,2.0,3.0,6111.0,2.0,1976.0,6776.0,447060.0,2017-06-22
33428,2.0,3.0,6037.0,,1979.0,20368.0,174461.0,2017-06-22
33429,3.0,3.0,6111.0,2.0,2013.0,6330.0,367509.0,2017-06-22
33430,2.5,4.0,6059.0,2.0,1968.0,5820.0,162196.0,2017-06-22
33431,2.5,4.0,6059.0,2.0,1968.0,7308.0,550679.0,2017-06-22
33432,2.0,3.0,6037.0,,1964.0,4479.0,49039.0,2017-06-22
33433,1.0,3.0,6037.0,,1924.0,11229.0,452000.0,2017-06-22
33434,2.0,3.0,6037.0,,1955.0,8186.0,388840.0,2017-06-22
33435,3.0,2.0,6037.0,,2013.0,,478506.0,2017-06-22
33436,3.0,4.0,6037.0,,1977.0,7471.0,147524.0,2017-06-22
33437,2.0,3.0,6059.0,7.0,1955.0,19227.0,409397.0,2017-06-22
33438,1.0,2.0,6037.0,,1950.0,6050.0,236937.0,2017-06-22
33439,1.0,2.0,6037.0,,1906.0,5768.0,244384.0,2017-06-22
33440,1.0,2.0,6037.0,,1950.0,6033.0,217460.0,2017-06-22
33441,2.0,3.0,6037.0,,1952.0,10797.0,95341.0,2017-06-22
33442,3.0,5.0,6037.0,,1921.0,6750.0,648964.0,2017-06-22
33443,3.0,3.0,6037.0,,1928.0,7985.0,163981.0,2017-06-22
33444,1.0,3.0,6037.0,,1948.0,4837.0,48829.0,2017-06-22
33445,3.0,4.0,6037.0,,1987.0,3694.0,313457.0,2017-06-22
33446,2.0,2.0,6037.0,,1920.0,7499.0,98737.0,2017-06-22
33447,2.0,4.0,6037.0,,1962.0,12647.0,508030.0,2017-06-22
33448,5.0,5.0,6037.0,,1956.0,10514.0,976000.0,2017-06-22
33449,3.0,4.0,6037.0,,1988.0,7619.0,144172.0,2017-06-22
33450,1.0,2.0,6037.0,,1935.0,4795.0,196289.0,2017-06-22
33451,2.0,2.0,6037.0,,1933.0,5602.0,284270.0,2017-06-22
33452,2.0,4.0,6111.0,1.0,1951.0,6270.0,65164.0,2017-06-22
33453,4.0,4.0,6037.0,,1987.0,59649.0,1388507.0,2017-06-22
33454,2.0,2.0,6059.0,2.0,1982.0,3500.0,371363.0,2017-06-22
33455,3.0,5.0,6059.0,2.0,1965.0,7202.0,359765.0,2017-06-22
33456,2.0,2.0,6059.0,2.0,1983.0,3478.0,261655.0,2017-06-22
33457,3.0,5.0,6037.0,,1956.0,18498.0,1363647.0,2017-06-22
33458,2.5,3.0,6059.0,2.0,1994.0,5800.0,652386.0,2017-06-22
33459,3.5,3.0,6111.0,2.0,2000.0,10289.0,1076953.0,2017-06-22
33460,1.0,3.0,6037.0,,1905.0,3640.0,16722.0,2017-06-22
33461,2.0,4.0,6111.0,2.0,1976.0,8750.0,462919.0,2017-06-22
33462,2.0,3.0,6111.0,2.0,1997.0,5822.0,462392.0,2017-06-22
33463,1.0,3.0,6037.0,,1953.0,6856.0,327672.0,2017-06-22
33464,2.0,3.0,6037.0,,1949.0,3534.0,231304.0,2017-06-22
33465,2.0,3.0,6059.0,1.0,1955.0,6779.0,424562.0,2017-06-22
33466,1.0,4.0,6037.0,,1923.0,12122.0,520011.0,2017-06-22
33467,2.0,3.0,6037.0,,1908.0,5507.0,68603.0,2017-06-22
33468,3.0,5.0,6111.0,2.0,1990.0,25956.0,797050.0,2017-06-22
33469,2.0,3.0,6037.0,,1961.0,10315.0,370719.0,2017-06-22
33470,5.0,4.0,6037.0,,1955.0,12575.0,2211105.0,2017-06-22
33471,1.0,3.0,6037.0,,1907.0,7526.0,55666.0,2017-06-22
33472,2.0,3.0,6111.0,1.0,1964.0,7424.0,480000.0,2017-06-22
33473,1.0,3.0,6037.0,,1940.0,6589.0,359829.0,2017-06-22
33474,3.0,4.0,6037.0,,1991.0,6196.0,100380.0,2017-06-22
33475,2.0,4.0,6059.0,2.0,1963.0,6759.0,210264.0,2017-06-22
33476,3.0,3.0,6037.0,,1915.0,21352.0,291338.0,2017-06-22
33477,2.0,4.0,6037.0,,1963.0,10199.0,304340.0,2017-06-22
33478,2.0,2.0,6059.0,2.0,1978.0,2848.0,485441.0,2017-06-22
33479,2.0,4.0,6059.0,2.0,1963.0,6789.0,682000.0,2017-06-22
33480,3.0,5.0,6059.0,2.0,1996.0,6413.0,773441.0,2017-06-22
33481,1.0,3.0,6037.0,,1923.0,5571.0,31635.0,2017-06-22
33482,3.0,4.0,6059.0,2.0,1960.0,15180.0,411857.0,2017-06-22
33483,0.0,0.0,6059.0,,,7056.0,970000.0,2017-06-22
33484,2.0,3.0,6037.0,,1952.0,6238.0,355336.0,2017-06-22
33485,2.0,5.0,6111.0,2.0,1962.0,9000.0,695876.0,2017-06-22
33486,1.0,3.0,6037.0,,1948.0,5978.0,184949.0,2017-06-22
33487,1.0,2.0,6037.0,,1941.0,6157.0,72220.0,2017-06-22
33488,2.0,4.0,6111.0,2.0,1965.0,6500.0,97309.0,2017-06-22
33489,2.5,4.0,6059.0,2.0,1999.0,4506.0,596000.0,2017-06-22
33490,2.5,4.0,6059.0,2.0,1989.0,11050.0,683191.0,2017-06-22
33491,2.0,4.0,6037.0,,1926.0,7650.0,152585.0,2017-06-22
33492,2.0,2.0,6059.0,3.0,1971.0,43560.0,158094.0,2017-06-22
33493,1.5,3.0,6059.0,2.0,1975.0,1602.0,324553.0,2017-06-22
33494,3.0,4.0,6037.0,,1956.0,7875.0,424414.0,2017-06-22
33495,2.0,3.0,6037.0,,1953.0,7270.0,235642.0,2017-06-22
33496,1.0,3.0,6037.0,,1944.0,5922.0,243108.0,2017-06-22
33497,4.0,5.0,6037.0,,1998.0,8050.0,517990.0,2017-06-22
33498,3.0,5.0,6037.0,,1972.0,5696.0,165640.0,2017-06-22
33499,1.0,2.0,6037.0,,1953.0,4171.0,536267.0,2017-06-22
33500,3.0,3.0,6037.0,,1954.0,12159.0,58559.0,2017-06-22
33501,2.5,5.0,6111.0,2.0,1968.0,8958.0,676000.0,2017-06-22
33502,2.5,3.0,6059.0,2.0,1972.0,1693.0,305313.0,2017-06-22
33503,2.0,3.0,6037.0,,1927.0,2382.0,307897.0,2017-06-22
33504,3.0,3.0,6037.0,,1948.0,7363.0,1527888.0,2017-06-22
33505,1.0,2.0,6037.0,,1947.0,6762.0,169940.0,2017-06-22
33506,2.0,3.0,6037.0,,1965.0,5583.0,139978.0,2017-06-22
33507,2.5,4.0,6059.0,,1965.0,1334.0,405847.0,2017-06-22
33508,3.0,4.0,6037.0,,1997.0,10419.0,569542.0,2017-06-22
33509,2.5,3.0,6059.0,2.0,1997.0,3737.0,852810.0,2017-06-22
33510,2.0,2.0,6037.0,,1939.0,14340.0,998019.0,2017-06-22
33511,2.0,2.0,6037.0,,1984.0,29429.0,45682.0,2017-06-22
33512,1.0,4.0,6037.0,,1955.0,5657.0,43024.0,2017-06-22
33513,2.0,3.0,6037.0,,1949.0,5770.0,548000.0,2017-06-22
33514,1.0,2.0,6059.0,1.0,1953.0,7200.0,402224.0,2017-06-22
33515,1.0,2.0,6037.0,,1930.0,4800.0,112847.0,2017-06-22
33516,4.0,4.0,6037.0,,1940.0,10278.0,1345806.0,2017-06-22
33517,2.0,4.0,6037.0,,1949.0,5499.0,718000.0,2017-06-22
33518,2.0,3.0,6037.0,,1949.0,8095.0,680217.0,2017-06-22
33519,2.0,4.0,6059.0,2.0,1929.0,7500.0,396304.0,2017-06-22
33520,1.0,2.0,6059.0,0.0,1951.0,7054.0,150879.0,2017-06-22
33521,1.0,2.0,6037.0,,1948.0,5002.0,109817.0,2017-06-22
33522,2.0,4.0,6059.0,2.0,1960.0,6636.0,649760.0,2017-06-22
33523,2.5,4.0,6111.0,2.0,2015.0,3479.0,422003.0,2017-06-22
33524,2.0,5.0,6059.0,2.0,1963.0,6510.0,707000.0,2017-06-22
33525,2.0,3.0,6037.0,,1955.0,5273.0,90665.0,2017-06-22
33526,1.0,3.0,6037.0,,1953.0,6109.0,268397.0,2017-06-22
33527,1.0,3.0,6037.0,,1953.0,5257.0,465000.0,2017-06-22
33528,2.0,3.0,6059.0,2.0,1956.0,6830.0,464000.0,2017-06-22
33529,2.0,4.0,6059.0,1.0,1954.0,6014.0,442099.0,2017-06-22
33530,2.0,4.0,6037.0,,1964.0,5028.0,62288.0,2017-06-22
33531,2.0,3.0,6037.0,,1954.0,5171.0,566926.0,2017-06-22
33532,1.0,3.0,6037.0,,1943.0,9455.0,224585.0,2017-06-22
33533,1.0,3.0,6059.0,2.0,1930.0,5495.0,291784.0,2017-06-23
33534,2.0,4.0,6059.0,1.0,1953.0,6510.0,315465.0,2017-06-23
33535,3.0,5.0,6059.0,2.0,1971.0,5000.0,330461.0,2017-06-23
33536,4.0,5.0,6037.0,,1972.0,10330.0,519907.0,2017-06-23
33537,2.5,3.0,6059.0,2.0,1957.0,6000.0,2263546.0,2017-06-23
33538,2.0,3.0,6059.0,2.0,1961.0,11658.0,449326.0,2017-06-23
33539,2.0,3.0,6059.0,1.0,1955.0,7215.0,62570.0,2017-06-23
33540,2.0,4.0,6037.0,,2014.0,6690.0,299068.0,2017-06-23
33541,1.0,3.0,6037.0,,1929.0,7826.0,179190.0,2017-06-23
33542,1.0,3.0,6037.0,,1929.0,7826.0,179190.0,2017-08-17
33543,2.0,3.0,6037.0,,1970.0,5118.0,663973.0,2017-06-23
33544,2.0,4.0,6037.0,,1964.0,45175.0,642282.0,2017-06-23
33545,1.0,3.0,6037.0,,1950.0,6751.0,245716.0,2017-06-23
33546,2.0,2.0,6037.0,,1950.0,7566.0,640000.0,2017-06-23
33547,3.5,3.0,6111.0,2.0,1948.0,11843.0,469949.0,2017-06-23
33548,1.5,3.0,6059.0,1.0,1954.0,7626.0,59355.0,2017-06-23
33549,2.0,3.0,6037.0,,1924.0,6084.0,167566.0,2017-06-23
33550,1.0,1.0,6059.0,0.0,1920.0,5364.0,360752.0,2017-06-23
33551,2.0,3.0,6037.0,,1927.0,5836.0,219136.0,2017-06-23
33552,3.0,3.0,6037.0,,1968.0,7526.0,530853.0,2017-06-23
33553,2.0,3.0,6037.0,,1962.0,6290.0,77203.0,2017-06-23
33554,2.0,3.0,6037.0,,2006.0,6059.0,134192.0,2017-06-23
33555,2.0,4.0,6037.0,,1955.0,10200.0,640000.0,2017-06-23
33556,1.0,2.0,6037.0,,1923.0,3301.0,121496.0,2017-06-23
33557,1.0,2.0,6037.0,,1904.0,4938.0,19624.0,2017-06-23
33558,1.0,2.0,6111.0,4.0,,81021.0,354874.0,2017-06-23
33559,2.0,3.0,6037.0,,2004.0,6046.0,136294.0,2017-06-23
33560,3.0,4.0,6037.0,,1924.0,7297.0,1244945.0,2017-06-23
33561,2.0,4.0,6037.0,,1939.0,6750.0,598133.0,2017-06-23
33562,2.0,3.0,6111.0,2.0,1991.0,8045.0,59793.0,2017-06-23
33563,2.0,2.0,6037.0,,1932.0,3458.0,570487.0,2017-06-23
33564,3.0,4.0,6037.0,,2006.0,7910.0,208263.0,2017-06-23
33565,3.0,3.0,6037.0,,1997.0,307787.0,419914.0,2017-06-23
33566,2.0,4.0,6111.0,2.0,1968.0,7236.0,271245.0,2017-06-23
33567,3.0,4.0,6037.0,,2003.0,7298.0,190818.0,2017-06-23
33568,2.5,2.0,6059.0,2.0,1986.0,1427.0,360647.0,2017-06-23
33569,1.0,2.0,6037.0,,1937.0,4778.0,51909.0,2017-06-23
33570,6.0,4.0,6037.0,,1992.0,23285.0,1645419.0,2017-06-23
33571,3.0,4.0,6037.0,,1971.0,6331.0,690394.0,2017-06-23
33572,1.0,3.0,6037.0,,1920.0,8588.0,461725.0,2017-06-23
33573,5.0,5.0,6037.0,,2007.0,7025.0,327000.0,2017-06-23
33574,1.0,3.0,6037.0,,1943.0,6072.0,565500.0,2017-06-23
33575,2.0,4.0,6037.0,,1950.0,7513.0,87760.0,2017-06-23
33576,1.0,2.0,6111.0,1.0,1948.0,6433.0,46148.0,2017-06-23
33577,2.5,4.0,6059.0,2.0,1996.0,4410.0,794472.0,2017-06-23
33578,1.0,1.0,6037.0,,1912.0,,86000.0,2017-06-23
33579,2.5,4.0,6059.0,2.0,1966.0,20060.0,140644.0,2017-06-23
33580,1.5,3.0,6059.0,2.0,1962.0,6000.0,60808.0,2017-06-23
33581,2.0,3.0,6059.0,2.0,1972.0,6300.0,397889.0,2017-06-23
33582,2.0,3.0,6059.0,1.0,1954.0,6000.0,389273.0,2017-06-23
33583,3.0,3.0,6037.0,,1994.0,6984.0,213202.0,2017-06-23
33584,1.0,2.0,6059.0,1.0,1925.0,5600.0,196189.0,2017-06-23
33585,3.0,4.0,6059.0,2.0,1966.0,8280.0,652208.0,2017-06-23
33586,1.0,2.0,6037.0,,1937.0,19935.0,473000.0,2017-06-23
33587,1.0,2.0,6037.0,,1926.0,9614.0,355336.0,2017-06-23
33588,1.0,2.0,6059.0,1.0,1954.0,7316.0,624541.0,2017-06-23
33589,2.0,3.0,6111.0,2.0,1991.0,7057.0,330177.0,2017-06-23
33590,2.0,4.0,6037.0,,2004.0,7415.0,261700.0,2017-06-23
33591,1.0,3.0,6037.0,,1922.0,5386.0,144332.0,2017-06-23
33592,2.5,4.0,6059.0,2.0,1976.0,6175.0,399948.0,2017-06-23
33593,3.5,5.0,6111.0,2.0,1964.0,14850.0,468524.0,2017-06-23
33594,1.0,2.0,6059.0,2.0,1925.0,6030.0,357259.0,2017-06-23
33595,2.0,2.0,6037.0,,1942.0,7000.0,416885.0,2017-06-23
33596,3.0,5.0,6037.0,,1964.0,19726.0,460903.0,2017-06-23
33597,3.0,3.0,6037.0,,1950.0,11247.0,665000.0,2017-06-23
33598,2.0,3.0,6111.0,2.0,1956.0,6116.0,456861.0,2017-06-23
33599,2.5,3.0,6059.0,2.0,1994.0,2820.0,351635.0,2017-06-23
33600,1.0,2.0,6037.0,,1946.0,6343.0,58962.0,2017-06-23
33601,2.0,3.0,6037.0,,1955.0,9127.0,1009645.0,2017-06-23
33602,2.0,3.0,6111.0,1.0,1941.0,5438.0,401527.0,2017-06-23
33603,2.0,3.0,6111.0,2.0,1984.0,7084.0,541000.0,2017-06-23
33604,2.0,2.0,6111.0,2.0,1977.0,10000.0,109413.0,2017-06-23
33605,2.0,3.0,6111.0,2.0,1961.0,6045.0,416085.0,2017-06-23
33606,2.0,3.0,6111.0,2.0,1963.0,6045.0,202030.0,2017-06-23
33607,1.0,2.0,6037.0,,1948.0,8777.0,76575.0,2017-06-23
33608,4.0,4.0,6111.0,2.0,2006.0,16359.0,1103000.0,2017-06-23
33609,3.5,5.0,6059.0,2.0,1964.0,12298.0,871200.0,2017-06-23
33610,2.0,3.0,6037.0,,1935.0,11740.0,1060072.0,2017-06-23
33611,2.5,5.0,6059.0,2.0,1971.0,5248.0,306813.0,2017-06-23
33612,2.0,3.0,6059.0,1.0,1950.0,6600.0,50168.0,2017-06-23
33613,1.5,3.0,6111.0,2.0,1976.0,6500.0,378676.0,2017-06-23
33614,3.0,4.0,6037.0,,1952.0,5274.0,608089.0,2017-06-23
33615,3.0,4.0,6037.0,,1967.0,11225.0,623959.0,2017-06-23
33616,1.0,2.0,6037.0,,1929.0,7487.0,644000.0,2017-06-23
33617,1.0,3.0,6059.0,1.0,1950.0,5500.0,152870.0,2017-06-23
33618,1.0,3.0,6037.0,,1948.0,4789.0,214354.0,2017-06-23
33619,1.0,3.0,6037.0,,1912.0,5000.0,27491.0,2017-06-23
33620,1.0,3.0,6037.0,,1955.0,5161.0,52274.0,2017-06-23
33621,1.0,3.0,6037.0,,1925.0,4120.0,580000.0,2017-06-23
33622,3.0,3.0,6037.0,,2006.0,8012.0,215367.0,2017-06-23
33623,2.0,3.0,6037.0,,1978.0,5504.0,499000.0,2017-06-23
33624,2.5,4.0,6059.0,2.0,1973.0,7000.0,444651.0,2017-06-23
33625,2.0,2.0,6059.0,2.0,1975.0,3198.0,308688.0,2017-06-23
33626,2.0,3.0,6059.0,,1956.0,7560.0,98163.0,2017-06-23
33627,1.0,2.0,6037.0,,1951.0,7143.0,292396.0,2017-06-23
33628,2.0,3.0,6059.0,2.0,1987.0,10400.0,392931.0,2017-06-23
33629,1.0,1.0,6037.0,,1963.0,3042.0,170249.0,2017-06-23
33630,2.0,3.0,6037.0,,1979.0,17948.0,536271.0,2017-06-23
33631,3.0,4.0,6059.0,2.0,1964.0,6984.0,283107.0,2017-06-23
33632,2.0,4.0,6037.0,,1939.0,5953.0,410429.0,2017-06-23
33633,2.5,4.0,6059.0,2.0,1977.0,5885.0,221259.0,2017-06-23
33634,2.0,4.0,6037.0,,1912.0,6792.0,98537.0,2017-06-23
33635,2.0,4.0,6111.0,2.0,1964.0,14811.0,99637.0,2017-06-23
33636,2.0,3.0,6037.0,,1956.0,7499.0,432730.0,2017-06-23
33637,2.0,3.0,6037.0,,1960.0,7500.0,359543.0,2017-06-23
33638,1.0,3.0,6037.0,,1960.0,5414.0,184503.0,2017-06-23
33639,2.0,3.0,6037.0,,1956.0,5997.0,193758.0,2017-06-23
33640,1.0,2.0,6037.0,,1914.0,8771.0,73004.0,2017-06-23
33641,3.0,3.0,6037.0,,1987.0,5500.0,548123.0,2017-06-23
33642,3.5,5.0,6059.0,2.0,1972.0,13388.0,521881.0,2017-06-23
33643,3.0,4.0,6059.0,2.0,1988.0,5000.0,1289367.0,2017-06-23
33644,2.0,2.0,6037.0,,1950.0,6379.0,563431.0,2017-06-23
33645,2.0,3.0,6037.0,,1953.0,7076.0,600607.0,2017-06-23
33646,3.0,3.0,6037.0,,2005.0,6664.0,314000.0,2017-06-23
33647,4.0,4.0,6037.0,,2012.0,7794.0,832914.0,2017-06-23
33648,4.0,5.0,6037.0,,2011.0,8034.0,797139.0,2017-06-23
33649,1.5,3.0,6111.0,2.0,1962.0,9744.0,356275.0,2017-06-23
33650,3.0,3.0,6037.0,,1992.0,7663.0,153848.0,2017-06-23
33651,5.0,4.0,6037.0,,1978.0,128365.0,1152676.0,2017-06-23
33652,2.0,4.0,6037.0,,1959.0,6120.0,292006.0,2017-06-23
33653,3.0,4.0,6059.0,2.0,1980.0,11900.0,954935.0,2017-06-23
33654,3.0,4.0,6059.0,2.0,1991.0,3692.0,709259.0,2017-06-23
33655,3.0,4.0,6037.0,,1952.0,7019.0,52967.0,2017-06-23
33656,2.0,3.0,6059.0,2.0,1957.0,11130.0,101047.0,2017-06-23
33657,1.0,3.0,6037.0,,1950.0,7975.0,71815.0,2017-06-23
33658,4.0,3.0,6059.0,3.0,1991.0,33600.0,917036.0,2017-06-23
33659,3.0,4.0,6037.0,,1975.0,12604.0,750647.0,2017-06-23
33660,2.0,3.0,6037.0,,1957.0,7503.0,70364.0,2017-06-23
33661,2.5,3.0,6111.0,2.0,2000.0,8914.0,701000.0,2017-06-23
33662,1.0,2.0,6037.0,,1924.0,5994.0,219512.0,2017-06-23
33663,5.0,6.0,6037.0,,1948.0,20362.0,4626133.0,2017-06-23
33664,2.0,3.0,6037.0,,1958.0,6807.0,435123.0,2017-06-23
33665,1.0,3.0,6037.0,,1924.0,3100.0,590738.0,2017-06-23
33666,1.0,2.0,6037.0,,1923.0,6954.0,440722.0,2017-06-23
33667,2.0,3.0,6037.0,,1956.0,6328.0,214450.0,2017-06-23
33668,3.0,4.0,6059.0,2.0,1981.0,7080.0,899580.0,2017-06-23
33669,2.0,4.0,6037.0,,1957.0,7046.0,51518.0,2017-06-23
33670,2.0,3.0,6037.0,,1951.0,7050.0,1076954.0,2017-06-23
33671,2.5,5.0,6111.0,2.0,1965.0,6560.0,365624.0,2017-06-23
33672,4.0,4.0,6037.0,,1976.0,17572.0,931000.0,2017-06-23
33673,2.0,2.0,6037.0,,1953.0,5708.0,67051.0,2017-06-23
33674,2.5,3.0,6111.0,2.0,1997.0,3417.0,307738.0,2017-06-23
33675,2.0,3.0,6037.0,,1959.0,7554.0,540919.0,2017-06-23
33676,1.0,3.0,6037.0,,1947.0,7126.0,49691.0,2017-06-23
33677,2.0,3.0,6037.0,,1926.0,3591.0,1022000.0,2017-06-23
33678,1.0,3.0,6037.0,,1951.0,6096.0,82714.0,2017-06-23
33679,3.5,5.0,6111.0,2.0,1988.0,16301.0,434414.0,2017-06-23
33680,2.0,4.0,6059.0,2.0,1957.0,6825.0,73283.0,2017-06-23
33681,2.0,3.0,6037.0,,1950.0,5774.0,737112.0,2017-06-23
33682,2.0,4.0,6037.0,,1915.0,5230.0,245000.0,2017-06-23
33683,1.0,1.0,6037.0,,1937.0,5014.0,839693.0,2017-06-23
33684,2.5,3.0,6111.0,2.0,1987.0,8863.0,572570.0,2017-06-23
33685,1.0,2.0,6037.0,,1936.0,7800.0,205262.0,2017-06-23
33686,3.0,4.0,6037.0,,1984.0,9401.0,433368.0,2017-06-23
33687,2.0,3.0,6037.0,,1955.0,6733.0,553000.0,2017-06-23
33688,2.0,2.0,6037.0,,1952.0,6503.0,67580.0,2017-06-23
33689,2.0,4.0,6059.0,1.0,1960.0,6200.0,310731.0,2017-06-23
33690,4.5,5.0,6111.0,2.0,2003.0,7894.0,934555.0,2017-06-23
33691,2.5,3.0,6059.0,2.0,1976.0,1680.0,121360.0,2017-06-23
33692,3.0,4.0,6037.0,,1920.0,6879.0,340201.0,2017-06-23
33693,3.0,3.0,6037.0,,1952.0,7446.0,1500000.0,2017-06-23
33694,2.0,4.0,6111.0,2.0,1972.0,5635.0,307698.0,2017-06-23
